set,path,label,x_min,y_min,x_max,y_min,x_max,y_max,x_min,y_max
TRAIN,images/2021-10-04-23-43-18-370227.jpg,dots-3,0.375,0.125,,,0.4580078125,0.2333984375,,
TRAIN,images/2021-10-04-23-43-18-370227.jpg,dots-3,0.5,0.125,,,0.5830078125,0.2236328125,,
TRAIN,images/2021-10-04-23-43-18-370227.jpg,bamboo-3,0.625,0.125,,,0.7080078125,0.2255859375,,
TRAIN,images/2021-10-04-23-43-18-370227.jpg,honors-north,0.75,0.125,,,0.8330078125,0.2255859375,,
TRAIN,images/2021-10-04-23-43-18-370227.jpg,characters-1,0.875,0.125,,,0.9580078125,0.201171875,,
TRAIN,images/2021-10-04-23-43-18-370227.jpg,honors-red,0.0,0.25,,,0.0830078125,0.34375,,
TRAIN,images/2021-10-04-23-43-18-370227.jpg,honors-east,0.125,0.25,,,0.2080078125,0.3330078125,,
TRAIN,images/2021-10-04-23-43-18-370227.jpg,honors-green,0.25,0.25,,,0.3330078125,0.32421875,,
TRAIN,images/2021-10-04-23-43-18-370227.jpg,dots-9,0.375,0.25,,,0.4580078125,0.3515625,,
TRAIN,images/2021-10-04-23-43-18-370227.jpg,dots-8,0.5,0.25,,,0.5830078125,0.3154296875,,
TRAIN,images/2021-10-04-23-43-18-370227.jpg,bamboo-6,0.625,0.25,,,0.7080078125,0.3359375,,
TRAIN,images/2021-10-04-23-43-18-370227.jpg,bamboo-9,0.75,0.25,,,0.8330078125,0.32421875,,
TRAIN,images/2021-10-04-23-43-18-370227.jpg,honors-south,0.875,0.25,,,0.9580078125,0.32421875,,
TRAIN,images/2021-10-04-23-43-18-370227.jpg,dots-4,0.0,0.375,,,0.0830078125,0.47265625,,
TRAIN,images/2021-10-04-23-43-18-370227.jpg,bamboo-1,0.125,0.375,,,0.2080078125,0.4658203125,,
TRAIN,images/2021-10-04-23-43-18-370227.jpg,dots-8,0.25,0.375,,,0.3330078125,0.4541015625,,
TRAIN,images/2021-10-04-23-43-18-370227.jpg,bamboo-2,0.375,0.375,,,0.4580078125,0.4677734375,,
TRAIN,images/2021-10-04-23-43-18-370227.jpg,characters-4,0.5,0.375,,,0.5830078125,0.4384765625,,
TRAIN,images/2021-10-04-23-43-18-370227.jpg,honors-east,0.625,0.375,,,0.7080078125,0.4609375,,
TRAIN,images/2021-10-04-23-43-18-370227.jpg,honors-white,0.75,0.375,,,0.8330078125,0.4453125,,
TRAIN,images/2021-10-04-23-43-18-370227.jpg,honors-south,0.875,0.375,,,0.9580078125,0.443359375,,
TRAIN,images/2021-10-04-23-43-18-370227.jpg,bamboo-4,0.0,0.5,,,0.0830078125,0.59375,,
TRAIN,images/2021-10-04-23-43-18-370227.jpg,honors-north,0.125,0.5,,,0.2080078125,0.5830078125,,
TRAIN,images/2021-10-04-23-43-18-370227.jpg,characters-8,0.25,0.5,,,0.3330078125,0.5947265625,,
TRAIN,images/2021-10-04-23-43-18-370227.jpg,dots-4,0.375,0.5,,,0.4580078125,0.5859375,,
TRAIN,images/2021-10-04-23-43-18-370227.jpg,characters-4,0.5,0.5,,,0.5830078125,0.5625,,
TRAIN,images/2021-10-04-23-43-18-370227.jpg,honors-north,0.625,0.5,,,0.7080078125,0.59765625,,
TRAIN,images/2021-10-04-23-43-18-370227.jpg,dots-6,0.75,0.5,,,0.8330078125,0.572265625,,
TRAIN,images/2021-10-04-23-43-18-370227.jpg,characters-9,0.875,0.5,,,0.9580078125,0.568359375,,
TRAIN,images/2021-10-04-23-43-18-370227.jpg,dots-4,0.0,0.625,,,0.0830078125,0.7255859375,,
TRAIN,images/2021-10-04-23-43-18-370227.jpg,dots-9,0.125,0.625,,,0.2080078125,0.71875,,
TRAIN,images/2021-10-04-23-43-18-370227.jpg,bamboo-2,0.25,0.625,,,0.3330078125,0.71484375,,
TRAIN,images/2021-10-04-23-43-18-370227.jpg,characters-8,0.375,0.625,,,0.4580078125,0.712890625,,
TRAIN,images/2021-10-04-23-43-18-370227.jpg,bamboo-6,0.5,0.625,,,0.5830078125,0.7080078125,,
TRAIN,images/2021-10-04-23-43-18-370227.jpg,honors-green,0.625,0.625,,,0.7080078125,0.7236328125,,
TRAIN,images/2021-10-04-23-43-18-370227.jpg,dots-3,0.75,0.625,,,0.8330078125,0.701171875,,
TRAIN,images/2021-10-04-23-43-18-370227.jpg,bamboo-8,0.875,0.625,,,0.9580078125,0.6884765625,,
TRAIN,images/2021-10-04-23-43-18-370227.jpg,honors-west,0.0,0.75,,,0.0830078125,0.8251953125,,
TRAIN,images/2021-10-04-23-43-18-370227.jpg,dots-7,0.125,0.75,,,0.2080078125,0.8125,,
TRAIN,images/2021-10-04-23-43-18-370227.jpg,characters-3,0.25,0.75,,,0.3330078125,0.828125,,
TRAIN,images/2021-10-04-23-43-18-370227.jpg,dots-9,0.375,0.75,,,0.4580078125,0.8447265625,,
TRAIN,images/2021-10-04-23-43-18-370227.jpg,characters-9,0.5,0.75,,,0.5830078125,0.8388671875,,
TRAIN,images/2021-10-04-23-43-18-370227.jpg,dots-9,0.625,0.75,,,0.7080078125,0.8125,,
TRAIN,images/2021-10-04-23-43-18-370227.jpg,bamboo-2,0.75,0.75,,,0.8330078125,0.8271484375,,
TRAIN,images/2021-10-04-23-43-18-370227.jpg,dots-2,0.875,0.75,,,0.9580078125,0.814453125,,
TRAIN,images/2021-10-04-23-43-18-370227.jpg,dots-4,0.0,0.875,,,0.0830078125,0.970703125,,
TRAIN,images/2021-10-04-23-43-18-370227.jpg,characters-1,0.125,0.875,,,0.2080078125,0.94921875,,
TRAIN,images/2021-10-04-23-43-18-370227.jpg,characters-3,0.25,0.875,,,0.3330078125,0.9658203125,,
TRAIN,images/2021-10-04-23-43-18-370227.jpg,honors-red,0.375,0.875,,,0.4580078125,0.9365234375,,
TRAIN,images/2021-10-04-23-43-18-370227.jpg,honors-north,0.5,0.875,,,0.5830078125,0.962890625,,
TRAIN,images/2021-10-04-23-43-18-370227.jpg,characters-1,0.625,0.875,,,0.7080078125,0.955078125,,
TRAIN,images/2021-10-04-23-43-18-370227.jpg,characters-1,0.75,0.875,,,0.8330078125,0.94921875,,
TRAIN,images/2021-10-04-23-43-18-370227.jpg,honors-west,0.875,0.875,,,0.9580078125,0.939453125,,
TRAIN,images/2021-10-04-23-43-18-640332.jpg,bamboo-1,0.0,0.0,,,0.0947265625,0.0888671875,,
TRAIN,images/2021-10-04-23-43-18-640332.jpg,bamboo-3,0.142578125,0.0,,,0.2373046875,0.1025390625,,
TRAIN,images/2021-10-04-23-43-18-640332.jpg,honors-west,0.28515625,0.0,,,0.3798828125,0.0849609375,,
TRAIN,images/2021-10-04-23-43-18-640332.jpg,dots-8,0.427734375,0.0,,,0.5224609375,0.09375,,
TRAIN,images/2021-10-04-23-43-18-640332.jpg,bamboo-6,0.5712890625,0.0,,,0.666015625,0.0732421875,,
TRAIN,images/2021-10-04-23-43-18-640332.jpg,bamboo-6,0.7138671875,0.0,,,0.80859375,0.091796875,,
TRAIN,images/2021-10-04-23-43-18-640332.jpg,characters-3,0.8564453125,0.0,,,0.951171875,0.0732421875,,
TRAIN,images/2021-10-04-23-43-18-640332.jpg,bamboo-1,0.0,0.142578125,,,0.0947265625,0.234375,,
TRAIN,images/2021-10-04-23-43-18-640332.jpg,honors-green,0.142578125,0.142578125,,,0.2373046875,0.2392578125,,
TRAIN,images/2021-10-04-23-43-18-640332.jpg,bamboo-9,0.28515625,0.142578125,,,0.3798828125,0.2265625,,
TRAIN,images/2021-10-04-23-43-18-640332.jpg,bamboo-4,0.427734375,0.142578125,,,0.5224609375,0.2646484375,,
TRAIN,images/2021-10-04-23-43-18-640332.jpg,dots-2,0.5712890625,0.142578125,,,0.666015625,0.24609375,,
TRAIN,images/2021-10-04-23-43-18-640332.jpg,bamboo-8,0.7138671875,0.142578125,,,0.80859375,0.2255859375,,
TRAIN,images/2021-10-04-23-43-18-640332.jpg,bamboo-4,0.8564453125,0.142578125,,,0.951171875,0.236328125,,
TRAIN,images/2021-10-04-23-43-18-640332.jpg,bamboo-4,0.0,0.28515625,,,0.0947265625,0.3828125,,
TRAIN,images/2021-10-04-23-43-18-640332.jpg,bamboo-3,0.142578125,0.28515625,,,0.2373046875,0.3671875,,
TRAIN,images/2021-10-04-23-43-18-640332.jpg,dots-1,0.28515625,0.28515625,,,0.3798828125,0.3671875,,
TRAIN,images/2021-10-04-23-43-18-640332.jpg,bamboo-5,0.427734375,0.28515625,,,0.5224609375,0.3916015625,,
TRAIN,images/2021-10-04-23-43-18-640332.jpg,dots-6,0.5712890625,0.28515625,,,0.666015625,0.392578125,,
TRAIN,images/2021-10-04-23-43-18-640332.jpg,bamboo-4,0.7138671875,0.28515625,,,0.80859375,0.3828125,,
TRAIN,images/2021-10-04-23-43-18-640332.jpg,bamboo-6,0.8564453125,0.28515625,,,0.951171875,0.3984375,,
TRAIN,images/2021-10-04-23-43-18-640332.jpg,honors-west,0.0,0.427734375,,,0.0947265625,0.51953125,,
TRAIN,images/2021-10-04-23-43-18-640332.jpg,bamboo-1,0.142578125,0.427734375,,,0.2373046875,0.541015625,,
TRAIN,images/2021-10-04-23-43-18-640332.jpg,dots-9,0.28515625,0.427734375,,,0.3798828125,0.51953125,,
TRAIN,images/2021-10-04-23-43-18-640332.jpg,honors-north,0.427734375,0.427734375,,,0.5224609375,0.5,,
TRAIN,images/2021-10-04-23-43-18-640332.jpg,honors-green,0.5712890625,0.427734375,,,0.666015625,0.5224609375,,
TRAIN,images/2021-10-04-23-43-18-640332.jpg,dots-7,0.7138671875,0.427734375,,,0.80859375,0.5283203125,,
TRAIN,images/2021-10-04-23-43-18-640332.jpg,dots-9,0.8564453125,0.427734375,,,0.951171875,0.5439453125,,
TRAIN,images/2021-10-04-23-43-18-640332.jpg,dots-8,0.0,0.5712890625,,,0.0947265625,0.6806640625,,
TRAIN,images/2021-10-04-23-43-18-640332.jpg,bamboo-8,0.142578125,0.5712890625,,,0.2373046875,0.650390625,,
TRAIN,images/2021-10-04-23-43-18-640332.jpg,bamboo-8,0.28515625,0.5712890625,,,0.3798828125,0.6435546875,,
TRAIN,images/2021-10-04-23-43-18-640332.jpg,characters-7,0.427734375,0.5712890625,,,0.5224609375,0.6787109375,,
TRAIN,images/2021-10-04-23-43-18-640332.jpg,honors-green,0.5712890625,0.5712890625,,,0.666015625,0.6845703125,,
TRAIN,images/2021-10-04-23-43-18-640332.jpg,characters-9,0.7138671875,0.5712890625,,,0.80859375,0.693359375,,
TRAIN,images/2021-10-04-23-43-18-640332.jpg,characters-2,0.8564453125,0.5712890625,,,0.951171875,0.6884765625,,
TRAIN,images/2021-10-04-23-43-18-640332.jpg,dots-7,0.0,0.7138671875,,,0.0947265625,0.80859375,,
TRAIN,images/2021-10-04-23-43-18-640332.jpg,dots-9,0.142578125,0.7138671875,,,0.2373046875,0.798828125,,
TRAIN,images/2021-10-04-23-43-18-640332.jpg,characters-9,0.28515625,0.7138671875,,,0.3798828125,0.8017578125,,
TRAIN,images/2021-10-04-23-43-18-640332.jpg,dots-3,0.427734375,0.7138671875,,,0.5224609375,0.8095703125,,
TRAIN,images/2021-10-04-23-43-18-640332.jpg,honors-north,0.5712890625,0.7138671875,,,0.666015625,0.791015625,,
TRAIN,images/2021-10-04-23-43-18-640332.jpg,bamboo-7,0.7138671875,0.7138671875,,,0.80859375,0.830078125,,
TRAIN,images/2021-10-04-23-43-18-640332.jpg,characters-6,0.8564453125,0.7138671875,,,0.951171875,0.8212890625,,
TRAIN,images/2021-10-04-23-43-18-640332.jpg,bamboo-1,0.0,0.8564453125,,,0.0947265625,0.9638671875,,
TRAIN,images/2021-10-04-23-43-18-640332.jpg,bamboo-7,0.142578125,0.8564453125,,,0.2373046875,0.9404296875,,
TRAIN,images/2021-10-04-23-43-18-640332.jpg,bamboo-3,0.28515625,0.8564453125,,,0.3798828125,0.9755859375,,
TRAIN,images/2021-10-04-23-43-18-640332.jpg,characters-9,0.427734375,0.8564453125,,,0.5224609375,0.966796875,,
TRAIN,images/2021-10-04-23-43-18-640332.jpg,honors-east,0.5712890625,0.8564453125,,,0.666015625,0.9580078125,,
TRAIN,images/2021-10-04-23-43-18-640332.jpg,dots-4,0.7138671875,0.8564453125,,,0.80859375,0.943359375,,
TRAIN,images/2021-10-04-23-43-18-640332.jpg,bamboo-9,0.8564453125,0.8564453125,,,0.951171875,0.9296875,,
TRAIN,images/2021-10-04-23-43-18-720570.jpg,characters-1,0.0,0.0,,,0.3330078125,0.2880859375,,
TRAIN,images/2021-10-04-23-43-18-720570.jpg,characters-9,0.5,0.0,,,0.8330078125,0.3232421875,,
TRAIN,images/2021-10-04-23-43-18-720570.jpg,characters-4,0.0,0.5,,,0.3330078125,0.7783203125,,
TRAIN,images/2021-10-04-23-43-18-720570.jpg,honors-white,0.5,0.5,,,0.8330078125,0.8330078125,,
TRAIN,images/2021-10-04-23-43-18-882846.jpg,characters-5,0.0,0.0,,,0.1328125,0.126953125,,
TRAIN,images/2021-10-04-23-43-18-882846.jpg,bamboo-3,0.19921875,0.0,,,0.33203125,0.1318359375,,
TRAIN,images/2021-10-04-23-43-18-882846.jpg,bamboo-4,0.3994140625,0.0,,,0.5322265625,0.1640625,,
TRAIN,images/2021-10-04-23-43-18-882846.jpg,characters-9,0.599609375,0.0,,,0.732421875,0.1201171875,,
TRAIN,images/2021-10-04-23-43-18-882846.jpg,dots-7,0.7998046875,0.0,,,0.9326171875,0.10546875,,
TRAIN,images/2021-10-04-23-43-18-882846.jpg,characters-6,0.0,0.19921875,,,0.1328125,0.369140625,,
TRAIN,images/2021-10-04-23-43-18-882846.jpg,characters-9,0.19921875,0.19921875,,,0.33203125,0.3583984375,,
TRAIN,images/2021-10-04-23-43-18-882846.jpg,bamboo-8,0.3994140625,0.19921875,,,0.5322265625,0.361328125,,
TRAIN,images/2021-10-04-23-43-18-882846.jpg,dots-5,0.599609375,0.19921875,,,0.732421875,0.314453125,,
TRAIN,images/2021-10-04-23-43-18-882846.jpg,bamboo-6,0.7998046875,0.19921875,,,0.9326171875,0.3349609375,,
TRAIN,images/2021-10-04-23-43-18-882846.jpg,characters-9,0.0,0.3994140625,,,0.1328125,0.560546875,,
TRAIN,images/2021-10-04-23-43-18-882846.jpg,dots-2,0.19921875,0.3994140625,,,0.33203125,0.5400390625,,
TRAIN,images/2021-10-04-23-43-18-882846.jpg,dots-1,0.3994140625,0.3994140625,,,0.5322265625,0.5498046875,,
TRAIN,images/2021-10-04-23-43-18-882846.jpg,bamboo-3,0.599609375,0.3994140625,,,0.732421875,0.5166015625,,
TRAIN,images/2021-10-04-23-43-18-882846.jpg,characters-1,0.7998046875,0.3994140625,,,0.9326171875,0.55859375,,
TRAIN,images/2021-10-04-23-43-18-882846.jpg,honors-west,0.0,0.599609375,,,0.1328125,0.720703125,,
TRAIN,images/2021-10-04-23-43-18-882846.jpg,bamboo-7,0.19921875,0.599609375,,,0.33203125,0.763671875,,
TRAIN,images/2021-10-04-23-43-18-882846.jpg,dots-3,0.3994140625,0.599609375,,,0.5322265625,0.7158203125,,
TRAIN,images/2021-10-04-23-43-18-882846.jpg,honors-west,0.599609375,0.599609375,,,0.732421875,0.716796875,,
TRAIN,images/2021-10-04-23-43-18-882846.jpg,bamboo-9,0.7998046875,0.599609375,,,0.9326171875,0.705078125,,
TRAIN,images/2021-10-04-23-43-18-882846.jpg,characters-2,0.0,0.7998046875,,,0.1328125,0.9072265625,,
TRAIN,images/2021-10-04-23-43-18-882846.jpg,characters-7,0.19921875,0.7998046875,,,0.33203125,0.927734375,,
TRAIN,images/2021-10-04-23-43-18-882846.jpg,bamboo-2,0.3994140625,0.7998046875,,,0.5322265625,0.921875,,
TRAIN,images/2021-10-04-23-43-18-882846.jpg,dots-6,0.599609375,0.7998046875,,,0.732421875,0.9208984375,,
TRAIN,images/2021-10-04-23-43-18-882846.jpg,characters-1,0.7998046875,0.7998046875,,,0.9326171875,0.9560546875,,
TEST,images/2021-10-04-23-43-19-101513.jpg,honors-west,0.0,0.0,,,0.1103515625,0.1123046875,,
TEST,images/2021-10-04-23-43-19-101513.jpg,characters-2,0.166015625,0.0,,,0.2763671875,0.109375,,
TEST,images/2021-10-04-23-43-19-101513.jpg,dots-1,0.3330078125,0.0,,,0.443359375,0.125,,
TEST,images/2021-10-04-23-43-19-101513.jpg,bamboo-3,0.5,0.0,,,0.6103515625,0.13671875,,
TEST,images/2021-10-04-23-43-19-101513.jpg,honors-south,0.666015625,0.0,,,0.7763671875,0.095703125,,
TEST,images/2021-10-04-23-43-19-101513.jpg,bamboo-3,0.8330078125,0.0,,,0.943359375,0.10546875,,
TEST,images/2021-10-04-23-43-19-101513.jpg,dots-6,0.0,0.166015625,,,0.1103515625,0.2724609375,,
TEST,images/2021-10-04-23-43-19-101513.jpg,dots-7,0.166015625,0.166015625,,,0.2763671875,0.2880859375,,
TEST,images/2021-10-04-23-43-19-101513.jpg,dots-5,0.3330078125,0.166015625,,,0.443359375,0.2666015625,,
TEST,images/2021-10-04-23-43-19-101513.jpg,honors-green,0.5,0.166015625,,,0.6103515625,0.2607421875,,
TEST,images/2021-10-04-23-43-19-101513.jpg,dots-9,0.666015625,0.166015625,,,0.7763671875,0.310546875,,
TEST,images/2021-10-04-23-43-19-101513.jpg,bamboo-3,0.8330078125,0.166015625,,,0.943359375,0.2880859375,,
TEST,images/2021-10-04-23-43-19-101513.jpg,bamboo-6,0.0,0.3330078125,,,0.1103515625,0.4345703125,,
TEST,images/2021-10-04-23-43-19-101513.jpg,honors-east,0.166015625,0.3330078125,,,0.2763671875,0.447265625,,
TEST,images/2021-10-04-23-43-19-101513.jpg,bamboo-1,0.3330078125,0.3330078125,,,0.443359375,0.4521484375,,
TEST,images/2021-10-04-23-43-19-101513.jpg,characters-7,0.5,0.3330078125,,,0.6103515625,0.4326171875,,
TEST,images/2021-10-04-23-43-19-101513.jpg,dots-3,0.666015625,0.3330078125,,,0.7763671875,0.423828125,,
TEST,images/2021-10-04-23-43-19-101513.jpg,bamboo-8,0.8330078125,0.3330078125,,,0.943359375,0.4501953125,,
TEST,images/2021-10-04-23-43-19-101513.jpg,bamboo-6,0.0,0.5,,,0.1103515625,0.6123046875,,
TEST,images/2021-10-04-23-43-19-101513.jpg,dots-3,0.166015625,0.5,,,0.2763671875,0.6162109375,,
TEST,images/2021-10-04-23-43-19-101513.jpg,bamboo-9,0.3330078125,0.5,,,0.443359375,0.6181640625,,
TEST,images/2021-10-04-23-43-19-101513.jpg,honors-red,0.5,0.5,,,0.6103515625,0.634765625,,
TEST,images/2021-10-04-23-43-19-101513.jpg,characters-9,0.666015625,0.5,,,0.7763671875,0.58984375,,
TEST,images/2021-10-04-23-43-19-101513.jpg,dots-5,0.8330078125,0.5,,,0.943359375,0.603515625,,
TEST,images/2021-10-04-23-43-19-101513.jpg,characters-3,0.0,0.666015625,,,0.1103515625,0.775390625,,
TEST,images/2021-10-04-23-43-19-101513.jpg,honors-north,0.166015625,0.666015625,,,0.2763671875,0.7783203125,,
TEST,images/2021-10-04-23-43-19-101513.jpg,characters-3,0.3330078125,0.666015625,,,0.443359375,0.76171875,,
TEST,images/2021-10-04-23-43-19-101513.jpg,dots-9,0.5,0.666015625,,,0.6103515625,0.77734375,,
TEST,images/2021-10-04-23-43-19-101513.jpg,dots-5,0.666015625,0.666015625,,,0.7763671875,0.77734375,,
TEST,images/2021-10-04-23-43-19-101513.jpg,characters-3,0.8330078125,0.666015625,,,0.943359375,0.7880859375,,
TEST,images/2021-10-04-23-43-19-101513.jpg,honors-north,0.0,0.8330078125,,,0.1103515625,0.9521484375,,
TEST,images/2021-10-04-23-43-19-101513.jpg,honors-east,0.166015625,0.8330078125,,,0.2763671875,0.9443359375,,
TEST,images/2021-10-04-23-43-19-101513.jpg,dots-1,0.3330078125,0.8330078125,,,0.443359375,0.9375,,
TEST,images/2021-10-04-23-43-19-101513.jpg,dots-5,0.5,0.8330078125,,,0.6103515625,0.916015625,,
TEST,images/2021-10-04-23-43-19-101513.jpg,dots-1,0.666015625,0.8330078125,,,0.7763671875,0.9228515625,,
TEST,images/2021-10-04-23-43-19-101513.jpg,characters-5,0.8330078125,0.8330078125,,,0.943359375,0.9345703125,,
TRAIN,images/2021-10-04-23-43-19-322016.jpg,dots-6,0.0,0.0,,,0.1103515625,0.1123046875,,
TRAIN,images/2021-10-04-23-43-19-322016.jpg,characters-8,0.166015625,0.0,,,0.2763671875,0.0927734375,,
TRAIN,images/2021-10-04-23-43-19-322016.jpg,honors-south,0.3330078125,0.0,,,0.443359375,0.10546875,,
TRAIN,images/2021-10-04-23-43-19-322016.jpg,dots-1,0.5,0.0,,,0.6103515625,0.0859375,,
TRAIN,images/2021-10-04-23-43-19-322016.jpg,bamboo-6,0.666015625,0.0,,,0.7763671875,0.134765625,,
TRAIN,images/2021-10-04-23-43-19-322016.jpg,bamboo-8,0.8330078125,0.0,,,0.943359375,0.0927734375,,
TRAIN,images/2021-10-04-23-43-19-322016.jpg,dots-8,0.0,0.166015625,,,0.1103515625,0.302734375,,
TRAIN,images/2021-10-04-23-43-19-322016.jpg,dots-4,0.166015625,0.166015625,,,0.2763671875,0.2744140625,,
TRAIN,images/2021-10-04-23-43-19-322016.jpg,characters-8,0.3330078125,0.166015625,,,0.443359375,0.283203125,,
TRAIN,images/2021-10-04-23-43-19-322016.jpg,characters-6,0.5,0.166015625,,,0.6103515625,0.26171875,,
TRAIN,images/2021-10-04-23-43-19-322016.jpg,honors-west,0.666015625,0.166015625,,,0.7763671875,0.271484375,,
TRAIN,images/2021-10-04-23-43-19-322016.jpg,dots-5,0.8330078125,0.166015625,,,0.943359375,0.30859375,,
TRAIN,images/2021-10-04-23-43-19-322016.jpg,honors-east,0.0,0.3330078125,,,0.1103515625,0.4189453125,,
TRAIN,images/2021-10-04-23-43-19-322016.jpg,characters-4,0.166015625,0.3330078125,,,0.2763671875,0.4267578125,,
TRAIN,images/2021-10-04-23-43-19-322016.jpg,dots-3,0.3330078125,0.3330078125,,,0.443359375,0.4287109375,,
TRAIN,images/2021-10-04-23-43-19-322016.jpg,bamboo-3,0.5,0.3330078125,,,0.6103515625,0.45703125,,
TRAIN,images/2021-10-04-23-43-19-322016.jpg,honors-west,0.666015625,0.3330078125,,,0.7763671875,0.421875,,
TRAIN,images/2021-10-04-23-43-19-322016.jpg,bamboo-2,0.8330078125,0.3330078125,,,0.943359375,0.46484375,,
TRAIN,images/2021-10-04-23-43-19-322016.jpg,bamboo-9,0.0,0.5,,,0.1103515625,0.599609375,,
TRAIN,images/2021-10-04-23-43-19-322016.jpg,honors-white,0.166015625,0.5,,,0.2763671875,0.59375,,
TRAIN,images/2021-10-04-23-43-19-322016.jpg,bamboo-2,0.3330078125,0.5,,,0.443359375,0.611328125,,
TRAIN,images/2021-10-04-23-43-19-322016.jpg,dots-5,0.5,0.5,,,0.6103515625,0.587890625,,
TRAIN,images/2021-10-04-23-43-19-322016.jpg,bamboo-6,0.666015625,0.5,,,0.7763671875,0.6103515625,,
TRAIN,images/2021-10-04-23-43-19-322016.jpg,dots-6,0.8330078125,0.5,,,0.943359375,0.595703125,,
TRAIN,images/2021-10-04-23-43-19-322016.jpg,dots-3,0.0,0.666015625,,,0.1103515625,0.7744140625,,
TRAIN,images/2021-10-04-23-43-19-322016.jpg,bamboo-3,0.166015625,0.666015625,,,0.2763671875,0.7548828125,,
TRAIN,images/2021-10-04-23-43-19-322016.jpg,characters-6,0.3330078125,0.666015625,,,0.443359375,0.7841796875,,
TRAIN,images/2021-10-04-23-43-19-322016.jpg,characters-9,0.5,0.666015625,,,0.6103515625,0.7783203125,,
TRAIN,images/2021-10-04-23-43-19-322016.jpg,bamboo-6,0.666015625,0.666015625,,,0.7763671875,0.79296875,,
TRAIN,images/2021-10-04-23-43-19-322016.jpg,honors-white,0.8330078125,0.666015625,,,0.943359375,0.767578125,,
TRAIN,images/2021-10-04-23-43-19-322016.jpg,dots-6,0.0,0.8330078125,,,0.1103515625,0.9345703125,,
TRAIN,images/2021-10-04-23-43-19-322016.jpg,bamboo-4,0.166015625,0.8330078125,,,0.2763671875,0.9267578125,,
TRAIN,images/2021-10-04-23-43-19-322016.jpg,bamboo-1,0.3330078125,0.8330078125,,,0.443359375,0.9423828125,,
TRAIN,images/2021-10-04-23-43-19-322016.jpg,dots-2,0.5,0.8330078125,,,0.6103515625,0.9248046875,,
TRAIN,images/2021-10-04-23-43-19-322016.jpg,bamboo-4,0.666015625,0.8330078125,,,0.7763671875,0.9560546875,,
TRAIN,images/2021-10-04-23-43-19-322016.jpg,characters-7,0.8330078125,0.8330078125,,,0.943359375,0.9501953125,,
TRAIN,images/2021-10-04-23-43-19-487074.jpg,characters-4,0.0,0.0,,,0.1328125,0.126953125,,
TRAIN,images/2021-10-04-23-43-19-487074.jpg,dots-3,0.19921875,0.0,,,0.33203125,0.1591796875,,
TRAIN,images/2021-10-04-23-43-19-487074.jpg,dots-9,0.3994140625,0.0,,,0.5322265625,0.12890625,,
TRAIN,images/2021-10-04-23-43-19-487074.jpg,dots-5,0.599609375,0.0,,,0.732421875,0.111328125,,
TRAIN,images/2021-10-04-23-43-19-487074.jpg,characters-7,0.7998046875,0.0,,,0.9326171875,0.103515625,,
TRAIN,images/2021-10-04-23-43-19-487074.jpg,honors-north,0.0,0.19921875,,,0.1328125,0.33203125,,
TRAIN,images/2021-10-04-23-43-19-487074.jpg,characters-1,0.19921875,0.19921875,,,0.33203125,0.3671875,,
TRAIN,images/2021-10-04-23-43-19-487074.jpg,dots-5,0.3994140625,0.19921875,,,0.5322265625,0.35546875,,
TRAIN,images/2021-10-04-23-43-19-487074.jpg,dots-3,0.599609375,0.19921875,,,0.732421875,0.3369140625,,
TRAIN,images/2021-10-04-23-43-19-487074.jpg,dots-3,0.7998046875,0.19921875,,,0.9326171875,0.3271484375,,
TRAIN,images/2021-10-04-23-43-19-487074.jpg,dots-3,0.0,0.3994140625,,,0.1328125,0.5029296875,,
TRAIN,images/2021-10-04-23-43-19-487074.jpg,dots-3,0.19921875,0.3994140625,,,0.33203125,0.515625,,
TRAIN,images/2021-10-04-23-43-19-487074.jpg,honors-south,0.3994140625,0.3994140625,,,0.5322265625,0.5068359375,,
TRAIN,images/2021-10-04-23-43-19-487074.jpg,bamboo-2,0.599609375,0.3994140625,,,0.732421875,0.5078125,,
TRAIN,images/2021-10-04-23-43-19-487074.jpg,characters-6,0.7998046875,0.3994140625,,,0.9326171875,0.521484375,,
TRAIN,images/2021-10-04-23-43-19-487074.jpg,honors-east,0.0,0.599609375,,,0.1328125,0.720703125,,
TRAIN,images/2021-10-04-23-43-19-487074.jpg,dots-4,0.19921875,0.599609375,,,0.33203125,0.70703125,,
TRAIN,images/2021-10-04-23-43-19-487074.jpg,dots-2,0.3994140625,0.599609375,,,0.5322265625,0.76171875,,
TRAIN,images/2021-10-04-23-43-19-487074.jpg,dots-3,0.599609375,0.599609375,,,0.732421875,0.7431640625,,
TRAIN,images/2021-10-04-23-43-19-487074.jpg,characters-9,0.7998046875,0.599609375,,,0.9326171875,0.720703125,,
TRAIN,images/2021-10-04-23-43-19-487074.jpg,bamboo-6,0.0,0.7998046875,,,0.1328125,0.9248046875,,
TRAIN,images/2021-10-04-23-43-19-487074.jpg,honors-east,0.19921875,0.7998046875,,,0.33203125,0.9462890625,,
TRAIN,images/2021-10-04-23-43-19-487074.jpg,dots-4,0.3994140625,0.7998046875,,,0.5322265625,0.94140625,,
TRAIN,images/2021-10-04-23-43-19-487074.jpg,dots-6,0.599609375,0.7998046875,,,0.732421875,0.90234375,,
TRAIN,images/2021-10-04-23-43-19-487074.jpg,dots-6,0.7998046875,0.7998046875,,,0.9326171875,0.9677734375,,
